Customer_ID,Gender,Category,Previous_Purchases,Review_Rating,Size,Season,Location,Subscription_Status,Frequency_of_Purchases,Payment_Method,Shipping_Type,Color,Discount_Applied,Preferred_Payment_Method,Promo_Code_Used,Item_Purchased,Cluster,Silhouette,Age,Purchase_Amount_USD
996,Male,Accessories,10,3.0,M,Spring,Idaho,Yes,Weekly,Venmo,2-Day Shipping,Magenta,Yes,Venmo,Yes,Jewelry,C1,0.615773,44,80
997,Male,Footwear,32,4.9,L,Summer,Delaware,Yes,Quarterly,Bank Transfer,Standard,Maroon,Yes,Bank Transfer,Yes,Sandals,C2,0.566803,29,91
998,Male,Clothing,31,3.6,M,Spring,Kentucky,Yes,Fortnightly,Debit Card,Express,Cyan,Yes,Cash,Yes,Pants,C3,0.665818,64,30
999,Male,Footwear,48,3.8,M,Spring,Connecticut,Yes,Bi-Weekly,Venmo,Next Day Air,White,Yes,Bank Transfer,Yes,Shoes,C1,0.673336,51,90
1000,Male,Clothing,23,2.9,L,Spring,New Mexico,Yes,Monthly,Venmo,Standard,Brown,Yes,Debit Card,Yes,Socks,C3,0.672709,50,28
1001,Male,Clothing,1,3.9,M,Winter,Georgia,Yes,Bi-Weekly,Credit Card,Express,Red,Yes,Bank Transfer,Yes,Socks,C3,0.587796,43,46
1002,Male,Clothing,4,3.6,M,Fall,Washington,Yes,Fortnightly,Credit Card,Standard,Orange,Yes,Debit Card,Yes,Dress,C1,0.519024,61,60
1003,Male,Footwear,3,3.5,M,Spring,North Dakota,Yes,Bi-Weekly,Credit Card,Store Pickup,White,Yes,Bank Transfer,Yes,Shoes,C3,0.502093,55,59
1004,Male,Accessories,3,4.0,M,Fall,Ohio,Yes,Bi-Weekly,Cash,Store Pickup,Green,Yes,Cash,Yes,Hat,C1,0.617694,56,68
1005,Male,Accessories,44,4.8,M,Summer,Tennessee,Yes,Annually,Cash,2-Day Shipping,Black,Yes,Cash,Yes,Backpack,C2,0.578724,33,79
1006,Male,Accessories,5,3.9,M,Winter,New York,Yes,Bi-Weekly,Credit Card,Store Pickup,Gold,Yes,Debit Card,Yes,Backpack,C1,0.622673,43,94
1007,Male,Clothing,50,4.5,S,Summer,Michigan,Yes,Quarterly,Credit Card,Next Day Air,Lavender,Yes,Venmo,Yes,Pants,C2,0.63011,21,83
1008,Male,Accessories,2,4.8,XL,Spring,Georgia,Yes,Annually,Venmo,Standard,Turquoise,Yes,Credit Card,Yes,Gloves,C1,0.549137,58,62
1009,Male,Accessories,29,2.6,M,Spring,New Mexico,Yes,Annually,Cash,Store Pickup,Pink,Yes,PayPal,Yes,Scarf,C1,0.589991,41,85
1010,Male,Clothing,11,3.1,M,Summer,Louisiana,Yes,Annually,Bank Transfer,Express,Silver,Yes,Venmo,Yes,Hoodie,C3,0.595599,39,30
1011,Male,Clothing,37,4.7,XL,Spring,South Dakota,Yes,Fortnightly,PayPal,2-Day Shipping,Gray,Yes,Credit Card,Yes,Jeans,C3,0.677575,54,24
1012,Male,Accessories,32,2.9,L,Spring,Montana,Yes,Fortnightly,PayPal,Next Day Air,Indigo,Yes,Debit Card,Yes,Backpack,C3,0.636,43,25
1013,Male,Footwear,27,3.8,L,Summer,New Mexico,Yes,Annually,Cash,Express,Teal,Yes,Credit Card,Yes,Sandals,C2,0.588262,28,37
1014,Male,Accessories,31,3.8,XL,Summer,South Carolina,Yes,Bi-Weekly,Bank Transfer,2-Day Shipping,Green,Yes,Venmo,Yes,Belt,C1,0.623359,59,69
1015,Male,Footwear,36,3.0,M,Summer,Ohio,Yes,Fortnightly,Bank Transfer,Standard,Violet,Yes,Debit Card,Yes,Shoes,C2,0.550592,28,97
1016,Male,Accessories,34,4.1,M,Summer,North Carolina,Yes,Weekly,Debit Card,Standard,Cyan,Yes,Cash,Yes,Gloves,C3,0.653899,68,24
1017,Male,Accessories,15,3.4,XL,Summer,Idaho,Yes,Every 3 Months,Cash,Express,Blue,Yes,Bank Transfer,Yes,Belt,C2,0.596442,20,30
1018,Male,Outerwear,14,2.5,L,Fall,Oklahoma,Yes,Annually,Cash,Express,Orange,Yes,Credit Card,Yes,Jacket,C2,0.656326,21,53
1019,Male,Clothing,46,4.9,XL,Spring,Georgia,Yes,Weekly,Credit Card,Next Day Air,Charcoal,Yes,Cash,Yes,Dress,C1,0.627416,50,70
1020,Male,Clothing,33,2.8,S,Winter,Kentucky,Yes,Bi-Weekly,Debit Card,Standard,Beige,Yes,Venmo,Yes,Shirt,C2,0.602854,32,76
1021,Male,Accessories,41,4.5,M,Fall,Delaware,Yes,Annually,Bank Transfer,Express,Black,Yes,Debit Card,Yes,Scarf,C2,0.583422,24,95
1022,Male,Outerwear,39,4.9,S,Winter,Massachusetts,Yes,Weekly,Credit Card,2-Day Shipping,Lavender,Yes,PayPal,Yes,Coat,C3,0.610508,55,51
1023,Male,Accessories,7,4.9,M,Winter,Nebraska,Yes,Annually,Cash,Store Pickup,Lavender,Yes,Cash,Yes,Handbag,C3,0.65678,61,41
1024,Male,Accessories,29,3.5,S,Winter,Maine,Yes,Every 3 Months,Bank Transfer,Free Shipping,Turquoise,Yes,Bank Transfer,Yes,Sunglasses,C1,0.633321,61,71
1025,Male,Clothing,18,3.5,M,Summer,Pennsylvania,Yes,Quarterly,Debit Card,Free Shipping,Purple,Yes,Venmo,Yes,T-shirt,C2,0.654011,28,66
1026,Male,Clothing,15,4.9,M,Winter,Nebraska,Yes,Annually,Bank Transfer,Free Shipping,Olive,Yes,Credit Card,Yes,Shirt,C1,0.677038,60,84
1027,Male,Accessories,39,3.0,L,Winter,Virginia,Yes,Bi-Weekly,Venmo,Express,Turquoise,Yes,PayPal,Yes,Handbag,C1,0.660858,49,95
1028,Male,Accessories,11,2.8,L,Summer,Ohio,Yes,Monthly,Cash,Next Day Air,Teal,Yes,Cash,Yes,Jewelry,C2,0.524244,33,90
1029,Male,Clothing,4,3.7,S,Summer,Nebraska,Yes,Fortnightly,Venmo,Standard,Lavender,Yes,Cash,Yes,Hoodie,C3,0.644383,45,36
1030,Male,Accessories,33,3.6,M,Spring,Ohio,Yes,Bi-Weekly,Credit Card,2-Day Shipping,Purple,Yes,Venmo,Yes,Gloves,C2,0.507881,29,22
1031,Male,Outerwear,37,3.3,L,Winter,Kentucky,Yes,Quarterly,Credit Card,Next Day Air,Blue,Yes,Debit Card,Yes,Coat,C1,0.682654,58,89
1032,Male,Footwear,32,3.4,M,Spring,Tennessee,Yes,Quarterly,Cash,Free Shipping,Teal,Yes,Cash,Yes,Sandals,C2,0.650594,22,50
1033,Male,Footwear,44,4.0,M,Fall,Maine,Yes,Quarterly,Bank Transfer,Free Shipping,Lavender,Yes,Credit Card,Yes,Boots,C3,0.677677,55,36
1034,Male,Clothing,41,4.6,S,Spring,Montana,Yes,Quarterly,Credit Card,Free Shipping,Silver,Yes,Bank Transfer,Yes,Pants,C2,0.653874,19,52
1035,Male,Clothing,44,4.2,M,Fall,Maryland,Yes,Weekly,Venmo,Next Day Air,Olive,Yes,Bank Transfer,Yes,Socks,C3,0.652761,68,29
1036,Male,Clothing,32,2.8,M,Fall,Georgia,Yes,Annually,Venmo,Express,Brown,Yes,Venmo,Yes,Blouse,C1,0.678216,61,89
1037,Male,Accessories,13,3.7,M,Fall,Hawaii,Yes,Monthly,Credit Card,2-Day Shipping,Yellow,Yes,Bank Transfer,Yes,Handbag,C3,0.60368,68,47
1038,Male,Accessories,48,3.4,XL,Spring,Rhode Island,Yes,Quarterly,Bank Transfer,Standard,Brown,Yes,Debit Card,Yes,Jewelry,C3,0.675233,52,25
1039,Male,Clothing,3,3.0,XL,Fall,Nebraska,Yes,Weekly,Bank Transfer,Express,Cyan,Yes,Bank Transfer,Yes,Pants,C1,0.541305,41,74
1040,Male,Accessories,39,4.8,M,Fall,Michigan,Yes,Monthly,PayPal,Standard,Magenta,Yes,Venmo,Yes,Belt,C2,0.619705,29,46
1041,Male,Clothing,7,4.0,S,Fall,North Carolina,Yes,Fortnightly,Venmo,Next Day Air,Magenta,Yes,Cash,Yes,Jeans,C3,0.653487,68,22
1042,Male,Clothing,11,4.9,M,Summer,Minnesota,Yes,Fortnightly,Venmo,Next Day Air,Orange,Yes,Cash,Yes,Shirt,C3,0.569198,36,25
1043,Male,Accessories,47,4.9,M,Spring,Maryland,Yes,Weekly,Venmo,Next Day Air,Maroon,Yes,Credit Card,Yes,Belt,C1,0.675395,55,80
1044,Male,Clothing,28,3.3,M,Spring,Hawaii,Yes,Fortnightly,Bank Transfer,2-Day Shipping,Green,Yes,Debit Card,Yes,Jeans,C2,0.631106,28,76
1045,Male,Clothing,17,4.4,L,Summer,Oregon,Yes,Every 3 Months,Credit Card,Next Day Air,Teal,Yes,Bank Transfer,Yes,Jeans,C3,0.595599,39,30
1046,Male,Clothing,11,3.5,L,Fall,New Mexico,Yes,Bi-Weekly,Cash,2-Day Shipping,Black,Yes,PayPal,Yes,Sweater,C1,0.672982,54,79
1047,Male,Footwear,12,4.2,M,Winter,Illinois,Yes,Annually,Credit Card,Standard,Magenta,Yes,Venmo,Yes,Sneakers,C3,0.612106,40,22
1048,Male,Clothing,7,4.2,S,Fall,Utah,Yes,Fortnightly,Debit Card,Standard,Olive,Yes,Credit Card,Yes,Socks,C2,0.554019,31,36
1049,Male,Clothing,19,2.7,L,Fall,Maine,Yes,Fortnightly,Cash,Standard,Yellow,Yes,Venmo,Yes,Socks,C2,0.615946,30,77
1050,Male,Accessories,24,2.8,S,Fall,Virginia,Yes,Quarterly,Credit Card,Store Pickup,Purple,Yes,Cash,Yes,Sunglasses,C3,0.64821,45,33
1051,Male,Footwear,19,3.8,M,Winter,Florida,Yes,Monthly,Credit Card,Next Day Air,Beige,Yes,Venmo,Yes,Sneakers,C1,0.565282,48,64
1052,Male,Clothing,39,2.6,M,Fall,Ohio,Yes,Annually,PayPal,Free Shipping,Indigo,Yes,PayPal,Yes,Socks,C3,0.573116,45,53
1053,Male,Footwear,1,3.0,XL,Fall,Virginia,Yes,Fortnightly,Venmo,2-Day Shipping,Pink,Yes,Credit Card,Yes,Shoes,C3,0.670774,60,36
1054,Male,Clothing,10,3.3,M,Spring,Kansas,No,Bi-Weekly,Cash,2-Day Shipping,Blue,Yes,Debit Card,Yes,Blouse,C1,0.630504,59,70
1055,Male,Clothing,48,4.9,L,Winter,Arkansas,No,Quarterly,Debit Card,Express,Cyan,Yes,PayPal,Yes,Shorts,C2,0.596721,18,96
1056,Male,Outerwear,24,3.3,M,Spring,Massachusetts,No,Annually,PayPal,Next Day Air,Orange,Yes,Debit Card,Yes,Jacket,C3,0.646149,70,27
1057,Male,Clothing,42,2.9,L,Winter,Idaho,No,Fortnightly,Debit Card,2-Day Shipping,Black,Yes,Venmo,Yes,Sweater,C2,0.663843,20,64
1058,Male,Outerwear,20,4.4,S,Spring,Wisconsin,No,Weekly,Bank Transfer,2-Day Shipping,Maroon,Yes,Credit Card,Yes,Jacket,C3,0.662597,65,23
1059,Male,Accessories,49,3.1,L,Summer,New Mexico,No,Every 3 Months,Credit Card,Next Day Air,Violet,Yes,Bank Transfer,Yes,Scarf,C2,0.560073,29,33
1060,Male,Outerwear,25,2.5,M,Winter,North Carolina,No,Monthly,Venmo,Standard,Beige,Yes,Debit Card,Yes,Jacket,C2,0.60533,22,34
1061,Male,Clothing,21,2.6,S,Summer,Iowa,No,Every 3 Months,PayPal,Next Day Air,Gray,Yes,Debit Card,Yes,Sweater,C2,0.586248,27,35
1062,Male,Outerwear,12,4.4,M,Summer,Idaho,No,Every 3 Months,Debit Card,Free Shipping,Gray,Yes,Venmo,Yes,Coat,C2,0.610212,36,62
1063,Male,Footwear,21,2.6,M,Fall,Ohio,No,Every 3 Months,Venmo,Next Day Air,Brown,Yes,Debit Card,Yes,Boots,C1,0.657029,59,75
1064,Male,Clothing,35,3.3,S,Summer,Alabama,No,Monthly,Bank Transfer,Free Shipping,Indigo,Yes,Cash,Yes,Hoodie,C3,0.671504,62,29
1065,Male,Accessories,42,3.5,M,Spring,Wyoming,No,Every 3 Months,Debit Card,Express,Violet,Yes,Credit Card,Yes,Hat,C3,0.533944,34,28
1066,Male,Clothing,3,4.1,XL,Spring,Alabama,No,Every 3 Months,Cash,Store Pickup,Blue,Yes,PayPal,Yes,T-shirt,C3,0.672322,59,20
1067,Male,Outerwear,11,4.0,M,Winter,Mississippi,No,Bi-Weekly,Credit Card,Store Pickup,Red,Yes,PayPal,Yes,Coat,C1,0.65961,49,96
1068,Male,Clothing,22,2.7,S,Summer,Pennsylvania,No,Quarterly,Venmo,2-Day Shipping,Peach,Yes,PayPal,Yes,Dress,C2,0.635742,18,43
1069,Male,Clothing,47,2.5,M,Fall,Wyoming,No,Weekly,Bank Transfer,Standard,Olive,Yes,Credit Card,Yes,Shirt,C1,0.679238,55,94
1070,Male,Clothing,33,4.3,XL,Fall,Maryland,No,Every 3 Months,Credit Card,Next Day Air,White,Yes,Venmo,Yes,Skirt,C2,0.478796,38,81
1071,Male,Accessories,50,3.3,M,Summer,North Carolina,No,Weekly,Venmo,Free Shipping,Magenta,Yes,Debit Card,Yes,Jewelry,C1,0.655343,50,75
1072,Male,Accessories,46,2.6,M,Summer,Pennsylvania,No,Monthly,Cash,Express,Beige,Yes,Credit Card,Yes,Hat,C1,0.67059,61,81
1073,Male,Clothing,34,3.5,L,Fall,Idaho,No,Fortnightly,Bank Transfer,Express,Gold,Yes,Debit Card,Yes,Shorts,C1,0.658744,48,92
1074,Male,Accessories,33,4.0,XL,Spring,California,No,Monthly,Cash,Store Pickup,Purple,Yes,Credit Card,Yes,Scarf,C2,0.587545,22,96
1075,Male,Accessories,45,2.6,S,Fall,Tennessee,No,Fortnightly,PayPal,Standard,White,Yes,Bank Transfer,Yes,Jewelry,C1,0.628244,48,71
1076,Male,Accessories,32,4.9,L,Summer,Missouri,No,Bi-Weekly,Debit Card,Next Day Air,Indigo,Yes,Debit Card,Yes,Sunglasses,C3,0.616961,57,50
1077,Male,Outerwear,47,2.9,L,Spring,North Dakota,No,Bi-Weekly,Bank Transfer,Standard,Charcoal,Yes,Venmo,Yes,Coat,C2,0.608483,33,72
1078,Male,Outerwear,5,3.7,M,Winter,West Virginia,No,Quarterly,Cash,Standard,Pink,Yes,PayPal,Yes,Jacket,C3,0.679076,58,28
1079,Male,Clothing,49,4.4,M,Fall,Arizona,No,Fortnightly,Cash,Express,Silver,Yes,Credit Card,Yes,Sweater,C2,0.599857,37,59
1080,Male,Outerwear,48,4.4,S,Summer,Oklahoma,No,Monthly,Bank Transfer,Free Shipping,Blue,Yes,Bank Transfer,Yes,Coat,C2,0.609195,18,33
1081,Male,Accessories,22,3.8,L,Fall,Pennsylvania,No,Every 3 Months,Bank Transfer,Express,Blue,Yes,Cash,Yes,Scarf,C1,0.505174,65,59
1082,Male,Accessories,45,4.5,XL,Spring,Idaho,No,Annually,Cash,Standard,Brown,Yes,Credit Card,Yes,Belt,C3,0.671282,62,30
1083,Male,Accessories,30,2.6,XL,Winter,South Carolina,No,Quarterly,PayPal,Next Day Air,Cyan,Yes,Venmo,Yes,Hat,C1,0.682747,54,85
1084,Male,Accessories,43,3.3,L,Summer,Washington,No,Weekly,Credit Card,Store Pickup,Teal,Yes,Cash,Yes,Backpack,C1,0.532953,35,97
1085,Male,Clothing,48,4.1,S,Fall,Arkansas,No,Quarterly,Credit Card,Next Day Air,Purple,Yes,Cash,Yes,T-shirt,C2,0.509238,34,36
1086,Male,Accessories,23,3.0,M,Winter,Utah,No,Fortnightly,PayPal,Store Pickup,Turquoise,Yes,Venmo,Yes,Jewelry,C2,0.614848,25,85
1087,Male,Accessories,27,3.0,M,Winter,Alaska,No,Bi-Weekly,PayPal,Free Shipping,Olive,Yes,PayPal,Yes,Sunglasses,C1,0.546214,53,62
1088,Male,Clothing,7,3.4,S,Winter,West Virginia,No,Monthly,PayPal,Next Day Air,White,Yes,Bank Transfer,Yes,Jeans,C1,0.593366,45,71
1089,Male,Clothing,2,2.7,M,Winter,Louisiana,No,Weekly,Bank Transfer,Free Shipping,Turquoise,Yes,PayPal,Yes,Pants,C3,0.661678,49,21
1090,Male,Accessories,33,3.8,M,Spring,Arizona,No,Bi-Weekly,Debit Card,Next Day Air,Silver,Yes,PayPal,Yes,Backpack,C2,0.560819,40,61
1091,Male,Accessories,27,4.2,M,Spring,Connecticut,No,Fortnightly,Bank Transfer,Store Pickup,Violet,Yes,Cash,Yes,Scarf,C2,0.583461,38,58
1092,Male,Clothing,6,4.7,L,Spring,North Carolina,No,Fortnightly,Cash,Store Pickup,Lavender,Yes,Credit Card,Yes,Sweater,C1,0.615773,44,80
1093,Male,Accessories,20,4.1,L,Spring,South Dakota,No,Quarterly,Credit Card,2-Day Shipping,Magenta,Yes,Venmo,Yes,Jewelry,C3,0.584034,68,50
1094,Male,Footwear,46,4.2,S,Winter,Delaware,No,Every 3 Months,PayPal,2-Day Shipping,Indigo,Yes,Venmo,Yes,Sneakers,C3,0.625945,60,48
1095,Male,Accessories,25,4.8,M,Winter,Connecticut,No,Quarterly,Credit Card,Next Day Air,Black,Yes,Cash,Yes,Jewelry,C2,0.616933,25,40
1096,Male,Outerwear,30,3.0,S,Summer,Tennessee,No,Quarterly,Debit Card,Free Shipping,Peach,Yes,Bank Transfer,Yes,Coat,C2,0.61116,19,34
1097,Male,Outerwear,48,2.6,S,Fall,New Hampshire,No,Annually,Credit Card,Standard,Beige,Yes,Credit Card,Yes,Coat,C3,0.644102,57,46
1098,Male,Accessories,47,3.2,M,Summer,Vermont,No,Weekly,Venmo,Store Pickup,Black,Yes,Bank Transfer,Yes,Sunglasses,C3,0.678824,58,27
1099,Male,Accessories,27,3.6,S,Spring,Idaho,No,Weekly,PayPal,Next Day Air,Turquoise,Yes,Credit Card,Yes,Handbag,C1,0.656699,49,98
1100,Male,Clothing,45,2.6,M,Fall,North Carolina,No,Fortnightly,Cash,Next Day Air,Peach,Yes,Bank Transfer,Yes,Sweater,C2,0.651996,19,73
1101,Male,Clothing,2,4.4,L,Spring,Nevada,No,Weekly,Debit Card,Express,Gold,Yes,Credit Card,Yes,Pants,C3,0.672709,50,28
1102,Male,Accessories,39,3.0,XL,Fall,Delaware,No,Fortnightly,Cash,Free Shipping,Silver,Yes,Cash,Yes,Gloves,C2,0.619435,30,76
1103,Male,Clothing,24,2.9,M,Fall,Texas,No,Fortnightly,Credit Card,Express,Peach,Yes,Cash,Yes,Sweater,C1,0.676928,52,83
1104,Male,Clothing,8,4.3,S,Spring,Tennessee,No,Bi-Weekly,Debit Card,Free Shipping,Charcoal,Yes,Debit Card,Yes,Hoodie,C3,0.561075,35,23
1105,Male,Accessories,8,3.1,M,Fall,Delaware,No,Quarterly,Bank Transfer,Express,Beige,Yes,Bank Transfer,Yes,Hat,C3,0.548358,35,28
1106,Male,Clothing,6,3.0,S,Spring,Massachusetts,No,Every 3 Months,Credit Card,Next Day Air,Olive,Yes,Venmo,Yes,T-shirt,C2,0.559056,33,83
1107,Male,Clothing,12,3.6,L,Winter,Minnesota,No,Fortnightly,Credit Card,Store Pickup,Violet,Yes,Venmo,Yes,Skirt,C1,0.670205,52,96
1108,Male,Footwear,26,2.8,M,Fall,Texas,No,Weekly,Venmo,Store Pickup,Peach,Yes,Bank Transfer,Yes,Sneakers,C1,0.538968,69,62
1109,Male,Clothing,50,2.8,M,Fall,Nebraska,No,Fortnightly,Venmo,Standard,Teal,Yes,Cash,Yes,Shorts,C2,0.54075,27,25
1110,Male,Clothing,2,4.9,L,Winter,Oklahoma,No,Weekly,Debit Card,Next Day Air,Violet,Yes,Venmo,Yes,Hoodie,C1,0.664732,66,97
1111,Male,Clothing,31,3.0,L,Fall,Texas,No,Bi-Weekly,Debit Card,Standard,Cyan,Yes,Cash,Yes,Hoodie,C2,0.660197,28,61
1112,Male,Footwear,4,4.1,S,Summer,New York,No,Bi-Weekly,Bank Transfer,Next Day Air,Olive,Yes,Credit Card,Yes,Shoes,C2,0.662632,22,66
1113,Male,Clothing,32,4.6,XL,Spring,Washington,No,Quarterly,Credit Card,Free Shipping,Pink,Yes,PayPal,Yes,Hoodie,C1,0.582257,69,67
1114,Male,Accessories,11,4.8,M,Summer,Maryland,No,Bi-Weekly,Cash,Next Day Air,Purple,Yes,PayPal,Yes,Sunglasses,C2,0.618093,28,80
1115,Male,Clothing,47,2.6,L,Fall,New Hampshire,No,Every 3 Months,Cash,Next Day Air,Violet,Yes,Bank Transfer,Yes,Skirt,C3,0.680085,55,25
1116,Male,Accessories,37,4.0,S,Fall,New York,No,Weekly,Bank Transfer,2-Day Shipping,Peach,Yes,Cash,Yes,Hat,C2,0.649237,30,58
1117,Male,Accessories,39,4.2,M,Winter,Hawaii,No,Fortnightly,Venmo,Express,Charcoal,Yes,PayPal,Yes,Backpack,C1,0.66252,67,96
1118,Male,Accessories,24,4.5,L,Spring,California,No,Monthly,PayPal,Store Pickup,Lavender,Yes,Credit Card,Yes,Sunglasses,C2,0.639092,25,77
1119,Male,Accessories,11,4.9,M,Summer,Indiana,No,Every 3 Months,Debit Card,Standard,Purple,Yes,PayPal,Yes,Belt,C1,0.579412,49,65
1120,Male,Accessories,36,3.1,M,Spring,Louisiana,No,Weekly,Venmo,Standard,Indigo,Yes,Credit Card,Yes,Jewelry,C2,0.509238,34,36
1121,Male,Footwear,40,4.0,M,Winter,Pennsylvania,No,Monthly,Venmo,Next Day Air,Magenta,Yes,Debit Card,Yes,Sneakers,C2,0.625972,22,84
1122,Male,Clothing,25,3.2,XL,Fall,Florida,No,Quarterly,Cash,Express,Peach,Yes,Cash,Yes,T-shirt,C3,0.510748,63,58
1123,Male,Accessories,12,4.3,S,Spring,North Carolina,No,Annually,PayPal,2-Day Shipping,Charcoal,Yes,Credit Card,Yes,Handbag,C1,0.537366,70,62
1124,Male,Accessories,38,2.5,S,Fall,Massachusetts,No,Monthly,Debit Card,Store Pickup,Purple,Yes,Cash,Yes,Hat,C2,0.593665,36,67
1125,Male,Clothing,40,4.9,M,Spring,Iowa,No,Quarterly,Debit Card,Express,Orange,Yes,Cash,Yes,Sweater,C3,0.626084,42,20
1126,Male,Footwear,10,2.7,M,Summer,North Dakota,No,Weekly,Debit Card,2-Day Shipping,Lavender,Yes,Bank Transfer,Yes,Sandals,C2,0.586233,27,90
1127,Male,Accessories,47,3.4,L,Winter,Iowa,No,Fortnightly,Venmo,Standard,Beige,Yes,Venmo,Yes,Scarf,C2,0.663475,23,58
1128,Male,Clothing,22,4.8,XL,Spring,Delaware,No,Monthly,Venmo,Store Pickup,Maroon,Yes,Debit Card,Yes,Shirt,C3,0.590849,50,53
1129,Male,Accessories,35,4.7,L,Winter,New York,No,Monthly,PayPal,Next Day Air,Charcoal,Yes,Debit Card,Yes,Gloves,C3,0.681322,56,30
1130,Male,Clothing,46,4.7,XL,Winter,New Hampshire,No,Fortnightly,Credit Card,Express,White,Yes,Venmo,Yes,Hoodie,C2,0.588519,37,65
1131,Male,Accessories,30,3.9,M,Summer,Kentucky,No,Bi-Weekly,Cash,Standard,Lavender,Yes,PayPal,Yes,Jewelry,C3,0.63528,67,41
1132,Male,Clothing,20,3.7,M,Spring,Illinois,No,Monthly,Credit Card,Express,Black,Yes,Bank Transfer,Yes,Shirt,C1,0.625823,67,73
1133,Male,Clothing,25,4.3,S,Spring,North Carolina,No,Fortnightly,PayPal,Store Pickup,Teal,Yes,Cash,Yes,Hoodie,C1,0.660653,50,98
1134,Male,Footwear,29,4.1,XL,Winter,Connecticut,No,Weekly,PayPal,2-Day Shipping,Magenta,Yes,Cash,Yes,Shoes,C3,0.527419,36,36
1135,Male,Clothing,2,4.6,M,Summer,Wisconsin,No,Every 3 Months,Bank Transfer,Express,Brown,Yes,Venmo,Yes,T-shirt,C1,0.668288,62,81
1136,Male,Clothing,32,3.6,L,Winter,Massachusetts,No,Quarterly,PayPal,2-Day Shipping,Peach,Yes,Bank Transfer,Yes,Skirt,C1,0.66894,65,90
1137,Male,Accessories,37,4.8,S,Summer,Illinois,No,Monthly,Debit Card,Free Shipping,Cyan,Yes,Cash,Yes,Handbag,C2,0.626959,23,83
1138,Male,Clothing,16,2.8,XL,Winter,New Mexico,No,Every 3 Months,Credit Card,2-Day Shipping,Pink,Yes,Bank Transfer,Yes,Shirt,C1,0.646958,46,91
1139,Male,Clothing,32,4.7,M,Summer,Iowa,No,Fortnightly,Venmo,Express,Purple,Yes,Venmo,Yes,Pants,C2,0.617892,18,36
1140,Male,Outerwear,42,3.9,L,Spring,Alabama,No,Bi-Weekly,PayPal,Standard,Purple,Yes,Debit Card,Yes,Coat,C3,0.586286,58,53
1141,Male,Clothing,6,2.6,M,Winter,Maryland,No,Every 3 Months,Cash,Store Pickup,White,Yes,Credit Card,Yes,Jeans,C2,0.570636,31,39
1142,Male,Accessories,23,4.7,S,Winter,Ohio,No,Fortnightly,Debit Card,Next Day Air,Silver,Yes,PayPal,Yes,Gloves,C3,0.588029,39,33
1143,Male,Clothing,27,3.5,L,Spring,Ohio,No,Bi-Weekly,Cash,Store Pickup,Green,Yes,Venmo,Yes,T-shirt,C1,0.630241,69,76
1144,Male,Footwear,43,4.4,L,Winter,Nevada,No,Quarterly,Cash,Standard,Teal,Yes,PayPal,Yes,Boots,C3,0.653747,68,23
1145,Male,Clothing,25,4.4,S,Fall,South Carolina,No,Fortnightly,PayPal,2-Day Shipping,Indigo,Yes,Bank Transfer,Yes,Jeans,C2,0.50756,41,54
1146,Male,Footwear,30,3.0,L,Summer,Nevada,No,Every 3 Months,Venmo,Express,Pink,Yes,Cash,Yes,Sneakers,C2,0.555379,31,89
1147,Male,Footwear,7,4.2,M,Summer,Wisconsin,No,Every 3 Months,Debit Card,Standard,Indigo,Yes,Bank Transfer,Yes,Sneakers,C3,0.661091,48,38
1148,Male,Accessories,17,4.3,XL,Winter,Tennessee,No,Annually,PayPal,Next Day Air,Red,Yes,Debit Card,Yes,Hat,C3,0.672815,59,36
1149,Male,Clothing,10,2.6,M,Spring,Florida,No,Fortnightly,Bank Transfer,Store Pickup,Violet,Yes,PayPal,Yes,Pants,C2,0.618776,34,66
1150,Male,Accessories,40,3.3,L,Spring,Georgia,No,Annually,Cash,Store Pickup,Cyan,Yes,Venmo,Yes,Jewelry,C2,0.632184,21,42
1151,Male,Accessories,50,2.7,S,Winter,Kentucky,No,Bi-Weekly,Debit Card,Next Day Air,Red,Yes,Venmo,Yes,Jewelry,C2,0.575207,29,36
1152,Male,Clothing,24,4.2,M,Spring,Ohio,No,Weekly,Bank Transfer,Express,Gray,Yes,Credit Card,Yes,Blouse,C1,0.592523,41,86
1153,Male,Accessories,8,4.0,M,Fall,Connecticut,No,Every 3 Months,Cash,Standard,Gold,Yes,PayPal,Yes,Handbag,C3,0.61322,62,49
1154,Male,Clothing,6,4.0,M,Summer,Idaho,No,Quarterly,PayPal,Free Shipping,Pink,Yes,Bank Transfer,Yes,Shirt,C2,0.611738,27,41
1155,Male,Clothing,44,2.9,L,Spring,Georgia,No,Bi-Weekly,Venmo,2-Day Shipping,Cyan,Yes,Credit Card,Yes,Dress,C1,0.662571,49,82
1156,Male,Clothing,47,2.6,S,Fall,Tennessee,No,Quarterly,Debit Card,Express,Red,Yes,PayPal,Yes,T-shirt,C3,0.562506,67,53
1157,Male,Footwear,6,4.8,M,Summer,Hawaii,No,Every 3 Months,PayPal,Express,Gold,Yes,Venmo,Yes,Shoes,C2,0.564893,20,21
1158,Male,Accessories,11,4.4,M,Fall,Maryland,No,Quarterly,Credit Card,Standard,Charcoal,Yes,Cash,Yes,Belt,C2,0.584472,37,66
1159,Male,Accessories,41,4.0,L,Summer,Nevada,No,Annually,Venmo,2-Day Shipping,Orange,Yes,Bank Transfer,Yes,Belt,C1,0.655313,69,89
